date,daily_RMSE_SEIR_TLGRF,daily_MAE_SEIR_TLGRF,daily_RMSE_SEIR_Fixed,daily_MAE_SEIR_Fixed,daily_RMSE_SEIR_tcv,daily_MAE_SEIR_tcv,daily_RMSE_TLGRF,daily_MAE_TLGRF
2020-04-16,0.5210432447781657,0.40086515977605436,0.2373408421478143,0.21753354845517184,0.2370864467033602,0.21704333026434422,0.25935068230183084,0.21800953466550538
2020-04-17,0.5290635554758033,0.40420770335424483,0.2312051726112556,0.20332213203975016,0.23125953887018588,0.2037267155483544,0.24489323318392264,0.20291838313763844
2020-04-18,0.5234445159365174,0.40140944689709124,0.22764698445667989,0.20691926072881725,0.227767916094669,0.20734262695239575,0.21282799804876676,0.1804571419007844
2020-04-19,0.48963923648866076,0.37692957292115425,0.20828940892088219,0.19027551309279794,0.20874511015532363,0.1907236636027213,0.16491095712370557,0.14082991494245087
2020-04-20,0.4728613305270478,0.37174955165151125,0.20207984268439577,0.1755944295440615,0.2289389291851495,0.20644475321407973,0.17005505482742372,0.13029577614244262
2020-04-21,0.45721261235292987,0.35769273444202077,0.1949968790902266,0.15808373895017638,0.19890891836224733,0.16364081968215557,0.17857200826087946,0.12311720101584706
2020-04-22,0.4349915228131608,0.3409148583479719,0.17488836824664808,0.14399677492362323,0.18044240256081853,0.14979264001513007,0.1616680624282328,0.11629844828570138
2020-04-23,0.39900859480916184,0.3129241800584776,0.164793531886063,0.12873334627167057,0.16925860734184467,0.1344415933560695,0.18757602770755785,0.12138580106628302
2020-04-24,0.379940907681179,0.286337021714438,0.1693863428525057,0.1405274167666964,0.17427125946473002,0.14635363445024713,0.19318650828212938,0.10387838702479292
2020-04-25,0.4035086281133979,0.2904367491957286,0.1504548506950227,0.13100463877184546,0.1548018132901779,0.1365619076839057,0.10337318541022285,0.08022305008732754
2020-04-26,0.454479562427093,0.3259282219518914,0.46639093616114424,0.2394671838512849,0.46810423288733344,0.24445035461225412,0.13134190321968264,0.09690057598635027
2020-04-27,0.4803578469712788,0.3403447318348147,0.38075235062248386,0.2433803871564941,0.3834801276598822,0.24864862576147354,0.15335898359399242,0.11279052495353446
