fips,county_x,state_x,date.x,tau.hat,log_rolled_cases,shifted_log_rolled_cases,rolled_cases,shifted_rolled_cases,predictor,delta cases,capacity,rank_unfiltered,changepoint,outbreak,rank_filtered,delta_ranked
8031.0,Denver,Colorado,2020-03-25,0.214117870027168,4.857595108553027,6.035481432524756,128.714285714286,418.0,27.56002869921126,289.285714285714,1.0,1.0,1.0,1.0,1.0,1.0
8041.0,El Paso,Colorado,2020-03-25,0.270288475180519,4.110873864173311,5.390375510965983,61.00000000000001,219.28571428571402,16.487596986011663,158.28571428571402,1.0,2.0,0.0,0.0,2.0,2.0
8037.0,Eagle,Colorado,2020-03-25,0.190914003389282,4.406719247264253,5.307560233629215,82.00000000000001,201.85714285714306,15.654948277921127,119.85714285714305,1.0,3.0,0.0,0.0,3.0,3.0
8035.0,Douglas,Colorado,2020-03-25,0.218179027668995,3.575550768806933,4.670155036077507,35.71428571428571,106.71428571428599,7.792108131035534,71.00000000000028,1.0,7.0,0.0,0.0,4.0,4.0
8051.0,Gunnison,Colorado,2020-03-25,0.239097307529235,3.279836524657889,4.31748811353631,26.5714285714286,74.99999999999997,6.353157028633966,48.428571428571374,1.0,9.0,0.0,0.0,5.0,5.0
8041.0,El Paso,Colorado,2020-03-27,0.224042583923112,4.579119508788149,5.629674502502481,97.42857142857143,278.57142857142907,21.828148890794626,181.14285714285762,1.0,2.0,0.0,0.0,1.0,1.0
8037.0,Eagle,Colorado,2020-03-27,0.176627436743582,4.712100896815432,5.508809800308688,111.28571428571396,246.85714285714297,19.656110460464284,135.571428571429,1.0,4.0,0.0,0.0,2.0,2.0
8035.0,Douglas,Colorado,2020-03-27,0.201500315107041,3.951243718581428,4.922064259914977,52.000000000000036,137.28571428571402,10.47801638556614,85.285714285714,1.0,7.0,0.0,0.0,3.0,3.0
8051.0,Gunnison,Colorado,2020-03-27,0.221081546574477,3.699536748587924,4.397970285071018,40.42857142857141,81.28571428571433,8.93801109722528,40.857142857142925,1.0,10.0,0.0,0.0,4.0,4.0
8041.0,El Paso,Colorado,2020-03-30,0.175647692211661,5.114566216944485,5.910796644040527,166.42857142857108,368.99999999999994,29.232794489512088,202.57142857142887,1.0,4.0,0.0,0.0,1.0,1.0
8037.0,Eagle,Colorado,2020-03-30,0.14071904273572,5.068005325755215,5.711372643922876,158.85714285714297,302.285714285714,22.35422507458868,143.42857142857102,1.0,6.0,0.0,0.0,2.0,2.0
8035.0,Douglas,Colorado,2020-03-30,0.154098941013656,4.385591700838378,5.22266974820872,80.28571428571432,185.428571428571,12.371943549953532,105.14285714285667,1.0,8.0,1.0,1.0,3.0,3.0
8051.0,Gunnison,Colorado,2020-03-30,0.146367422223911,4.167772030776918,4.432516034596274,64.57142857142858,84.1428571428572,9.451153549315398,19.571428571428612,1.0,11.0,0.0,0.0,4.0,4.0
8097.0,Pitkin,Colorado,2020-03-30,0.14064127028402,3.1839885658677582,3.357394759003762,24.142857142857096,28.714285714285698,3.3954820968570476,4.571428571428601,1.0,12.0,0.0,0.0,5.0,5.0
