Setting name,Date Resolved,County,Date Reported,Total cases,Total deaths,fips
Binbilla Landscaping,2020-07-28,Pitkin,2020-07-16,3,0,8097
287 S Starwood Rd Construction Site,2020-08-22,Pitkin,2020-07-30,9,0,8097
Growing Years,2020-10-27,Pitkin,2020-09-17,3,0,8097
Social Gathering- Snowmass,2020-10-20,Pitkin,2020-09-18,16,0,8097
Kemo Sabe,2020-10-21,Pitkin,2020-10-04,4,0,8097
Wedding- Pitkin County,2020-10-27,Pitkin,2020-10-13,7,0,8097
Old Snowmass Market,2020-10-22,Pitkin,2020-10-14,2,0,8097
Aspen Consolidated Sanitation District,2020-11-08,Pitkin,2020-10-20,3,0,8097
"Colorado Excavation, LLC",2020-11-05,Pitkin,2020-10-20,3,0,8097
Social Gathering- Pitkin County: September 2020,2020-11-04,Pitkin,2020-10-20,6,0,8097
Aspen Recreation Center,2020-11-06,Pitkin,2020-10-29,2,0,8097
Group Trip - Pitkin County,2020-11-17,Pitkin,2020-10-29,7,0,8097
Roaring Fork Club,2020-11-20,Pitkin,2020-10-29,3,0,8097
Roxy's Market,2020-12-13,Pitkin,2020-10-29,4,0,8097
Social Gathering- Snowmass Village,2020-11-15,Pitkin,2020-10-29,6,0,8097
Home Team Barbecue,2020-12-17,Pitkin,2020-11-21,2,0,8097
Social Gathering- Pitkin County: November 2020 #1,2020-12-03,Pitkin,2020-11-21,4,0,8097
Snowmass Water & Sanitation District,2020-12-22,Pitkin,2020-11-26,2,0,8097
Social Gathering- Pitkin County: November 2020 #2,2020-12-17,Pitkin,2020-11-26,5,0,8097
St. Regis Aspen Resort,2021-02-08,Pitkin,2020-11-26,21,1,8097
The Timbers Club,2021-02-27,Pitkin,2021-01-29,10,0,8097
Aspen Elementary School,2021-04-02,Pitkin,2021-03-11,2,0,8097
Little Nell,2021-04-29,Pitkin,2021-03-15,16,0,8097
Aspen Middle School,2021-05-24,Pitkin,2021-04-29,9,0,8097
Cornerstone Property Management,2021-05-10,Pitkin,2021-04-29,2,0,8097
Belly Up Aspen,2021-09-29,Pitkin,2021-09-02,14,0,8097
Jazz Aspen Snowmass Festival,2021-10-14,Pitkin,2021-09-14,25,0,8097
Aspen Youth Hockey League,2021-12-14,Pitkin,2021-11-09,32,0,8097
Aspen Adult Hockey League,2021-12-13,Pitkin,2021-11-11,31,0,8097
Whitcomb Terrace (230901): December 2021,2022-01-28,Pitkin,2021-12-20,3,0,8097
Woody Creek Kids,2022-05-23,Pitkin,2022-04-13,7,0,8097
Little Red School House - Snowmass Village,2022-05-15,Pitkin,2022-04-19,7,0,8097
Whitcomb Terrace (230901): July 2022,2022-08-11,Pitkin,2022-07-25,3,0,8097
Whitcomb Terrace (230901): November 2022,2022-11-29,Pitkin,2022-11-07,3,0,8097
Whitcomb Terrace (230901): January 2023,2023-02-02,Pitkin,2023-01-06,4,0,8097
River Run Construction Site,2020-07-21,Grand,2020-06-23,3,0,8049
Devil's Thumb Ranch,2020-07-29,Grand,2020-07-16,2,0,8049
Blackeagle Energy Services,2020-09-11,Grand,2020-09-14,2,0,8049
Cliffview Assisted Living Center (23080R): September 2020,2020-11-10,Grand,2020-09-26,31,0,8049
Grand Fire Station,2020-11-19,Grand,2020-10-12,7,0,8049
Our Lady of the Snow Catholic Church,2020-11-03,Grand,2020-10-13,2,0,8049
Randi's Grill and Pub,2020-11-19,Grand,2020-10-20,2,0,8049
Grand County Emergency Medical Services ,2020-11-19,Grand,2020-10-27,2,0,8049
West Grand High School: November 2020,2020-12-08,Grand,2020-11-17,5,0,8049
Social Gathering- Grand County,2020-12-08,Grand,2020-11-20,4,0,8049
Town of Kremmling,2020-12-09,Grand,2020-11-20,3,0,8049
Girl Bar,2020-12-22,Grand,2020-11-24,2,0,8049
Best Western Alpenglo Lodge,2020-12-10,Grand,2020-12-01,5,0,8049
Camber Brewing Company,2020-12-12,Grand,2020-12-01,4,0,8049
Grand County Christian Academy,2020-12-13,Grand,2020-12-01,4,0,8049
Igadl Dispensary,2020-12-21,Grand,2020-12-01,3,0,8049
West Grand K-8 School: November 2020,2020-12-08,Grand,2020-12-01,3,0,8049
Wilderness First Responder Class,2020-12-15,Grand,2020-12-01,4,0,8049
Winter Park Mountain Lodge,2020-12-16,Grand,2020-12-01,4,0,8049
Fraser Valley Elementary School: January 2021,2021-02-18,Grand,2021-01-25,7,0,8049
West Grand High School: January 2021,2021-02-18,Grand,2021-01-25,8,0,8049
Winter Park Resort,2021-05-10,Grand,2021-02-08,187,0,8049
Granby Post Office,2021-05-10,Grand,2021-04-20,3,0,8049
C Lazy U Ranch,2021-07-03,Grand,2021-06-06,8,0,8049
Winter Park Christian Church ,2021-09-16,Grand,2021-08-30,10,0,8049
Grand County Jail and Detention Center,2021-09-28,Grand,2021-09-01,7,0,8049
East Grand Middle School: September 2021,2021-10-10,Grand,2021-09-20,48,0,8049
FedEx - Kremmling,2022-01-15,Grand,2021-12-27,8,0,8049
Cliffview Assisted Living Center (23080R): January 2022,2022-02-03,Grand,2022-01-10,2,0,8049
East Grand Middle School: January 2022,2022-03-15,Grand,2022-01-14,30,0,8049
Granby Elementary School,2022-03-15,Grand,2022-01-14,32,0,8049
Middle Park High School,2022-03-12,Grand,2022-01-14,47,0,8049
West Grand K-8 School: January 2022,2022-03-08,Grand,2022-01-14,19,0,8049
Fraser Valley Elementary School: January 2022,2022-05-07,Grand,2022-01-24,25,0,8049
Camp Chief Ouray,2022-08-05,Grand,2022-07-14,16,0,8049
Fraser Valley Elementary School: November 2022,2023-01-08,Grand,2022-11-23,2,0,8049
Cliffview Assisted Living Center (23080R): December 2022,2023-01-12,Grand,2022-12-28,14,0,8049
Tommyknocker Tavern,2020-08-03,Mineral,2020-06-25,2,0,8079
Kip's Grill and Cantina - Creede,2020-08-18,Mineral,2020-07-02,6,0,8079
Arps LLC/Creede Hotel & Restaurant,2020-08-03,Mineral,2020-07-06,2,0,8079
Creede Early Learning Center,2021-05-12,Mineral,2021-01-27,6,0,8079
Creede School: March 2021,2021-05-03,Mineral,2021-03-05,24,0,8079
Creede School: January 2022,2022-03-03,Mineral,2022-01-13,21,0,8079
McDonald's- Lamar (Main St),2020-07-30,Prowers,2020-06-30,7,0,8099
Sonic Drive-In- Lamar,2020-08-27,Prowers,2020-07-27,4,0,8099
Fraternal Order of Eagles #3898,2020-09-03,Prowers,2020-08-12,4,0,8099
Prowers County Sand and Sage Fair,2020-09-16,Prowers,2020-08-17,5,0,8099
Rocky Mountain Truck Center - Lamar,2020-10-31,Prowers,2020-10-15,2,0,8099
"Lamar Estates, LLC (020201): October 2020",2020-11-23,Prowers,2020-10-16,50,11,8099
Holly School,2020-11-26,Prowers,2020-11-06,4,0,8099
Lamar Community College,2020-12-14,Prowers,2020-11-06,13,0,8099
Dragon Products,2020-12-29,Prowers,2020-11-09,6,0,8099
Myers and Sons Construction - Rte 287 Jobsite,2020-12-09,Prowers,2020-11-14,16,0,8099
Prowers Medical Center: October 2020,2021-01-05,Prowers,2020-11-14,17,0,8099
Southeastern Developmental Services,2020-12-17,Prowers,2020-11-14,21,0,8099
Walmart #2672,2021-02-19,Prowers,2020-11-20,41,0,8099
High Plains Community Health Center,2021-04-14,Prowers,2020-11-23,40,0,8099
Prowers County Department of Human Services,2020-12-08,Prowers,2020-11-24,6,0,8099
Tempel Grain Elevators,2020-12-16,Prowers,2020-11-24,3,0,8099
Advantage Treatment Center- Lamar,2021-01-14,Prowers,2020-12-03,27,0,8099
Southeastern Developmental Services- 12th St location,2021-01-19,Prowers,2021-01-12,2,0,8099
"Lamar Estates, LLC (020201): January 2021",2021-03-03,Prowers,2021-01-26,6,0,8099
Maggart and Son's Inc. ,2021-03-02,Prowers,2021-02-01,8,0,8099
Washington Elementary School - Prowers County: February 2021,2021-03-09,Prowers,2021-02-11,2,0,8099
Prowers Medical Center: April 2021,2021-05-30,Prowers,2021-04-21,2,0,8099
Lamar Middle School,2021-12-21,Prowers,2021-11-04,15,0,8099
"Lamar Estates, LLC (020201): November 2021",2021-12-20,Prowers,2021-11-11,4,0,8099
Oak Street Facility (05F761),2021-12-29,Prowers,2021-11-30,2,0,8099
"Lamar Estates, LLC (020201): December 2021",2022-02-23,Prowers,2021-12-30,9,0,8099
Holly Nursing Care Center (020237): January 2022,2022-02-14,Prowers,2022-01-10,27,0,8099
Lamar High School,2022-03-28,Prowers,2022-01-18,18,0,8099
Washington Elementary School - Prowers County: January 2022,2022-03-07,Prowers,2022-01-25,14,0,8099
Holly Nursing Care Center (020237): July 2022,2022-09-06,Prowers,2022-07-21,10,0,8099
"Lamar Estates, LLC (020201): September 2022",2022-09-24,Prowers,2022-08-31,4,0,8099
Memorial (05H133),2022-10-20,Prowers,2022-09-06,6,0,8099
"Lamar Estates, LLC (020201): October 2022",2022-10-20,Prowers,2022-09-28,2,0,8099
Holly Nursing Care Center (020237): October 2022,2022-11-14,Prowers,2022-10-20,9,0,8099
"Lamar Estates, LLC (020201): November 2022",2022-12-01,Prowers,2022-11-04,13,0,8099
"Lamar Estates, LLC (020201): December 2022",2023-01-21,Prowers,2022-12-16,15,0,8099
The Legacy at Lamar (23029P),2023-02-10,Prowers,2022-12-30,3,0,8099
Fresh Harvest: June 2020,2020-07-22,Saguache,2020-07-06,4,0,8109
Fresh Harvest: August 2020,2020-09-19,Saguache,2020-08-26,2,0,8109
Power Zone Equipment,2020-11-01,Saguache,2020-10-13,4,0,8109
Saguache County Jail: October 2020,2020-11-07,Saguache,2020-10-13,10,0,8109
Saguache County Courthouse,2021-02-02,Saguache,2020-12-16,5,0,8109
Moffat PreK-12 School,2021-01-13,Saguache,2020-12-23,2,0,8109
Haskin Elementary Preschool,2021-05-18,Saguache,2021-04-14,5,0,8109
Saguache County Government Administrative and Land Use Building,2021-06-03,Saguache,2021-05-03,7,0,8109
Center Consolidated School District: September 2021,2022-01-04,Saguache,2021-09-03,54,0,8109
Saguache County Jail: September 2021,2021-10-27,Saguache,2021-09-14,20,0,8109
Crestone Charter School,2021-11-30,Saguache,2021-11-01,8,0,8109
Center Consolidated School District: January 2022,2022-03-26,Saguache,2022-01-18,36,0,8109
Grandview Care Lodge Assisted Living (23G504),2020-09-02,Mesa,2020-07-13,13,2,8077
"RockSol Consulting Group, Inc. ",2020-09-02,Mesa,2020-08-04,5,0,8077
Orchard Avenue Extended Hours,2020-09-28,Mesa,2020-08-12,4,0,8077
Downtown Vineyard Church: August 2020,2020-10-06,Mesa,2020-08-29,12,0,8077
Fellowship Church: August 2020,2020-09-27,Mesa,2020-08-31,3,0,8077
Wedding- DoubleTree Mesa County,2020-09-28,Mesa,2020-09-02,3,0,8077
Colorado Mesa University - Sports Team,2020-12-28,Mesa,2020-09-14,24,0,8077
Bin 707,2021-02-17,Mesa,2020-09-25,16,0,8077
Orchard Mesa Lanes,2021-01-06,Mesa,2020-10-02,33,0,8077
LiquiGreen,2020-12-28,Mesa,2020-10-08,6,0,8077
Q3 Contracting Inc/Primoris Services Corporation - Grand Junction,2020-11-20,Mesa,2020-10-09,4,0,8077
Bunco Night,2020-11-19,Mesa,2020-10-13,7,0,8077
Freeway Bowling ,2021-01-06,Mesa,2020-10-13,14,0,8077
Golden Gate Petroleum,2020-11-19,Mesa,2020-10-13,5,0,8077
Social Gathering- Mesa County,2021-02-17,Mesa,2020-10-19,10,0,8077
84 Lumber,2020-11-20,Mesa,2020-10-20,16,0,8077
Larchwood Inns (0211OZ): October 2020,2021-01-21,Mesa,2020-10-20,172,17,8077
Warehouse 2565,2021-01-20,Mesa,2020-10-20,24,0,8077
La Villa Grande Care Center (021161): October 2020,2021-02-09,Mesa,2020-10-27,113,12,8077
Hilltop Life Adjustment Program (23Q649): October 2020,2021-02-17,Mesa,2020-11-02,52,1,8077
Central High School: October 2020,2021-04-27,Mesa,2020-11-09,24,0,8077
Homeward Bound: November 2020,2021-01-22,Mesa,2020-11-09,65,0,8077
Mesa County Correctional Facility,2021-02-10,Mesa,2020-11-09,171,0,8077
Grand Villa Assisted Living (231132): November 2020,2021-01-25,Mesa,2020-11-12,26,0,8077
Wintergreen PCA,2021-08-03,Mesa,2020-11-13,6,0,8077
Thunder Mountain Elementary School: November 2020,2021-05-10,Mesa,2020-11-16,5,0,8077
Palisades Living Center (021137): November 2020,2021-03-09,Mesa,2020-11-17,85,7,8077
The Fountains of Hilltop (2311QA): November 2020,2020-12-18,Mesa,2020-11-17,8,0,8077
The Lodge at Grand Junction (23W782): November 2020,2021-01-21,Mesa,2020-11-17,26,2,8077
Orchard Avenue Elementary School: November 2020,2021-03-12,Mesa,2020-11-19,8,0,8077
Enstrom's Candies,2021-02-08,Mesa,2020-11-20,20,0,8077
Mesa County Work Release/Community Corrections: November 2020,2021-02-09,Mesa,2020-11-20,42,0,8077
Perri Powersports,2020-12-21,Mesa,2020-11-20,5,0,8077
The Ale House,2020-12-01,Mesa,2020-11-20,6,0,8077
The Retreat at Palisade (2311QG): November 2020,2020-12-18,Mesa,2020-11-20,32,0,8077
Colorado West Gymnastics,2020-12-28,Mesa,2020-11-30,10,0,8077
Mesa Manor Center (021177): November 2020,2021-02-09,Mesa,2020-11-30,82,21,8077
Networks Unlimited ,2020-12-16,Mesa,2020-11-30,4,0,8077
Peach Tree True Value Hardware,2020-12-28,Mesa,2020-11-30,4,0,8077
Reynolds Polymer Technology,2021-02-02,Mesa,2020-11-30,10,1,8077
Blossom View Assisted Living (231104): December 2020,2021-01-05,Mesa,2020-12-01,13,0,8077
Community Intersections - Grand Junction,2021-02-24,Mesa,2020-12-01,6,0,8077
East Middle School: October 2020,2020-12-28,Mesa,2020-12-01,13,0,8077
Fruita Monument High School: October 2020,2021-04-29,Mesa,2020-12-01,17,0,8077
Grand Junction High School: October 2020,2021-03-31,Mesa,2020-12-01,20,0,8077
Grand Mesa Middle School: October 2020,2021-03-16,Mesa,2020-12-01,23,0,8077
Independence Academy: October 2020,2021-03-30,Mesa,2020-12-01,8,0,8077
Peace Officers Academy- Western CO Community College/Colorado Mesa University,2020-12-22,Mesa,2020-12-01,19,0,8077
Eagle Ridge at Grand Valley (021116): December 2020,2021-03-03,Mesa,2020-12-07,86,10,8077
Solstice Senior Living at Grand Valley: November 2020,2021-01-25,Mesa,2020-12-09,37,1,8077
Retreat at Harbor Cove (23114D): December 2020,2021-01-04,Mesa,2020-12-14,6,0,8077
Mantey Heights Rehabilitation and Care Center (021149): December 2020,2021-02-02,Mesa,2020-12-15,22,1,8077
Aspen Ridge Alzheimer's Special Care Center (23W376): December 2020,2021-01-20,Mesa,2020-12-16,12,0,8077
The Center at Foresight LLC (02V727): December 2020,2021-01-22,Mesa,2020-12-16,19,0,8077
Cappella of Grand Junction (23U246): December 2020,2021-01-25,Mesa,2020-12-18,17,0,8077
The Commons of Hilltop (23T695): December 2020,2021-02-09,Mesa,2020-12-22,31,1,8077
The Oaks Assisted Living (231133): December 2020,2021-02-10,Mesa,2020-12-23,10,0,8077
The Willows (231128): December 2020,2021-01-25,Mesa,2020-12-23,25,1,8077
Victory Life Church: October 2020,2020-12-29,Mesa,2020-12-29,5,0,8077
Ute Canyon Academy - Centro de la Familia: December 2020,2021-02-01,Mesa,2020-12-31,5,0,8077
Grand Junction Police Department,2021-02-18,Mesa,2021-01-04,13,0,8077
Little Lambs Learning Center,2021-01-13,Mesa,2021-01-04,9,0,8077
Mesa County Sheriff's Office: January 2021,2021-03-02,Mesa,2021-01-04,14,0,8077
Grand Valley Surgical Center,2021-01-05,Mesa,2021-01-05,4,0,8077
Hilltop Residential Youth Services- Correctional Suite,2021-01-05,Mesa,2021-01-05,6,0,8077
Canyon View Vineyard Church: November 2020,2021-03-16,Mesa,2021-01-18,26,0,8077
Downtown Vineyard Church: December 2020,2021-02-02,Mesa,2021-01-18,17,0,8077
West Star Aviation: November 2020,2021-04-08,Mesa,2021-01-18,46,0,8077
First Light Home Care of the Western Slope,2021-01-20,Mesa,2021-01-19,4,0,8077
Living Stone Christian Church,2021-02-18,Mesa,2021-01-19,5,0,8077
Victory Garden Day Care and Preschool,2021-02-27,Mesa,2021-01-21,14,0,8077
Little Mavs Learning Center,2021-03-23,Mesa,2021-01-31,7,0,8077
Clifton Christian Church,2021-02-17,Mesa,2021-02-01,7,0,8077
Life Tabernacle Church,2021-03-09,Mesa,2021-02-01,14,0,8077
Stillwater Cowboy Church,2021-02-18,Mesa,2021-02-01,9,0,8077
The Center at Foresight LLC (02V727): January 2021,2021-02-26,Mesa,2021-02-01,2,0,8077
Sacred Heart,2021-03-30,Mesa,2021-02-02,12,0,8077
Victory Life Church: January 2021,2021-03-09,Mesa,2021-02-02,12,0,8077
Blue River Group Home,2021-03-10,Mesa,2021-02-03,6,0,8077
First Presbyterian Church,2021-03-16,Mesa,2021-02-03,16,0,8077
Fellowship Church: February 2021,2021-03-16,Mesa,2021-02-04,12,0,8077
Strive Group Home- Mesa Developmental Services,2021-03-09,Mesa,2021-02-04,39,1,8077
The Fountains of Hilltop (2311QA): February 2021,2021-03-09,Mesa,2021-02-04,8,0,8077
Beit Lechem Ministries,2021-03-03,Mesa,2021-02-08,7,0,8077
Enjoy Church,2021-03-09,Mesa,2021-02-08,5,0,8077
New Haven Holiness Pentecostal Church,2021-05-03,Mesa,2021-02-08,6,0,8077
Walker Products,2021-03-16,Mesa,2021-02-09,19,0,8077
The Vineyards Memory Care (23S295): February 2021,2021-03-19,Mesa,2021-02-19,5,0,8077
Colorado Mesa University - Admissions Office,2021-04-08,Mesa,2021-02-27,8,0,8077
Mantey Heights Rehabilitation and Care Center (021149): February 2021,2021-03-26,Mesa,2021-02-27,5,0,8077
Housing Resources of Western Colorado,2021-04-12,Mesa,2021-03-10,3,0,8077
Builders First Source - Grand Junction,2021-04-15,Mesa,2021-03-11,16,0,8077
Residence at Grand Mesa (23R116): April 2021,2021-04-23,Mesa,2021-04-07,2,0,8077
Ute Canyon Academy - Centro de la Familia: April 2021,2021-06-09,Mesa,2021-04-09,15,0,8077
Palisade Church of the Nazarene,2021-05-17,Mesa,2021-04-15,16,0,8077
Aspen Glen (2311JT),2021-05-21,Mesa,2021-04-16,6,0,8077
Fellowship Church: April 2021,2021-05-28,Mesa,2021-04-16,6,0,8077
Rocky Mountain Elementary School: April 2021,2021-06-07,Mesa,2021-04-21,9,0,8077
Learning Tree,2021-06-02,Mesa,2021-04-22,9,0,8077
Shelledy Elementary School: April 2021,2021-06-22,Mesa,2021-04-22,30,0,8077
The Fountains of Hilltop (2311QA): April 2021,2021-09-21,Mesa,2021-04-22,27,2,8077
Holy Family Catholic School: April 2021,2021-06-02,Mesa,2021-04-23,11,0,8077
Larchwood Inns (0211OZ): April 2021,2022-03-20,Mesa,2021-04-25,115,1,8077
Mantey Heights Rehabilitation and Care Center (021149): April 2021,2021-06-29,Mesa,2021-04-26,7,0,8077
Retreat at Harbor Cove (23114D): April 2021,2021-05-20,Mesa,2021-04-29,4,0,8077
Fruita Middle School: April 2021,2021-06-29,Mesa,2021-05-04,19,0,8077
Bookcliff Manor Assisted Living (231118): May 2021,2021-05-27,Mesa,2021-05-06,2,0,8077
Bee Hive Homes of Grand Junction (23D504): May 2021,2021-05-27,Mesa,2021-05-10,2,0,8077
East Middle School: April 2021,2021-06-09,Mesa,2021-05-11,7,0,8077
Fruita 8/9 School: April 2021,2021-07-08,Mesa,2021-05-11,15,0,8077
Grand Junction High School: May 2021,2021-06-29,Mesa,2021-05-12,17,0,8077
The Commons of Hilltop (23T695): May 2021,2021-06-08,Mesa,2021-05-12,7,0,8077
The Rock Church,2021-06-09,Mesa,2021-05-12,9,0,8077
Juniper Ridge Community School: May 2021,2021-06-09,Mesa,2021-05-14,6,0,8077
ActivStyle,2021-06-07,Mesa,2021-05-16,8,0,8077
Fruita Monument High School: May 2021,2021-06-25,Mesa,2021-05-18,8,0,8077
Grand Mesa Middle School: April 2021,2021-06-25,Mesa,2021-05-18,15,0,8077
Palisade High School: April 2021,2021-06-23,Mesa,2021-05-18,13,0,8077
Pear Park Elementary School: May 2021,2021-06-29,Mesa,2021-05-18,7,0,8077
The Retreat at Palisade (2311QG): May 2021,2021-07-21,Mesa,2021-05-18,6,0,8077
The Oaks Assisted Living (231133): May 2021,2021-07-27,Mesa,2021-05-21,2,0,8077
Bozarth Chevrolet and Buick INC,2021-07-19,Mesa,2021-05-22,11,0,8077
The Center at Foresight LLC (02V727): May 2021,2021-06-07,Mesa,2021-05-22,2,0,8077
Caprock Academy: May 2021,2021-07-07,Mesa,2021-05-28,11,0,8077
West Star Aviation: June 2021,2021-08-24,Mesa,2021-05-31,11,0,8077
Residence at Grand Mesa (23R116): June 2021,2021-07-13,Mesa,2021-06-07,7,0,8077
Aspen Ridge Alzheimer's Special Care Center (23W376): June 2021,2021-07-13,Mesa,2021-06-08,31,4,8077
Mesa County Sheriff's Office: May 2021,2021-07-09,Mesa,2021-06-09,6,0,8077
Mesa Manor Center (021177): June 2021,2021-08-13,Mesa,2021-06-16,3,0,8077
Legacy Academy Gymnastics and Ninja,2021-08-03,Mesa,2021-06-22,7,0,8077
Mesa County Work Release/Community Corrections: June 2021,2021-08-03,Mesa,2021-06-30,8,0,8077
Grand Junction Carnival,2021-07-27,Mesa,2021-07-01,15,0,8077
Mantey Heights Rehabilitation and Care Center (021149): June 2021,2021-08-11,Mesa,2021-07-01,12,0,8077
Mesa County Sheriff's Office Jail: July 2021,2022-04-04,Mesa,2021-07-01,205,1,8077
The Commons of Hilltop (23T695): June 2021,2021-08-10,Mesa,2021-07-01,8,0,8077
Walmart #1280,2021-08-23,Mesa,2021-07-01,12,0,8077
Women's Recovery Center - Grand Junction,2021-08-04,Mesa,2021-07-01,6,0,8077
Canyon View Vineyard Church: June 2021,2021-09-14,Mesa,2021-07-02,7,0,8077
Country Jam,2021-08-21,Mesa,2021-07-07,38,1,8077
Mesa County Traffic Services,2021-07-15,Mesa,2021-07-07,6,0,8077
Grand Villa Assisted Living (231132): July 2021,2021-08-26,Mesa,2021-07-13,10,1,8077
Walmart #5099,2021-09-16,Mesa,2021-07-13,9,0,8077
Hilltop Life Adjustment Program (23Q649): July 2021,2021-08-10,Mesa,2021-07-15,8,0,8077
Retreat at Harbor Cove (23114D): July 2021,2021-09-14,Mesa,2021-07-15,5,0,8077
La Villa Grande Care Center (021161): July 2021,2021-10-06,Mesa,2021-07-20,14,0,8077
The Willows (231128): August 2021,2021-08-20,Mesa,2021-08-10,3,0,8077
Monument Ridge Elementary School: August 2021,2021-12-03,Mesa,2021-08-20,21,0,8077
Lincoln Orchard Mesa Elementary School: August 2021,2021-09-28,Mesa,2021-08-21,15,0,8077
Dual Immersion Academy: August 2021,2021-10-20,Mesa,2021-08-22,12,0,8077
Grand Mesa Middle School: August 2021,2022-01-12,Mesa,2021-08-23,79,0,8077
Orchard Mesa Middle School,2022-01-14,Mesa,2021-08-23,36,0,8077
Fruita Monument High School: August 2021,2022-03-10,Mesa,2021-08-24,99,0,8077
Central High School: August 2021,2022-03-22,Mesa,2021-08-27,121,0,8077
Grand River Academy,2021-10-24,Mesa,2021-08-27,15,0,8077
Palisade High School: August 2021,2022-03-08,Mesa,2021-08-30,76,0,8077
Shelledy Elementary School: August 2021,2021-09-25,Mesa,2021-08-30,8,0,8077
Orchard Avenue Elementary School: August 2021,2022-03-16,Mesa,2021-09-01,37,0,8077
Fruita Middle School: August 2021,2022-03-04,Mesa,2021-09-02,53,0,8077
Grand Junction High School: August 2021,2022-03-21,Mesa,2021-09-02,122,0,8077
Caprock Academy: August 2021,2022-03-17,Mesa,2021-09-03,55,0,8077
HopeWest Mesa,2021-09-23,Mesa,2021-09-14,5,0,8077
Independence Academy: August 2021,2021-11-05,Mesa,2021-09-14,11,0,8077
Fruita 8/9 School: August 2021,2022-03-10,Mesa,2021-09-15,72,0,8077
Bee Hive Homes of Grand Junction (23D504): August 2021,2021-09-18,Mesa,2021-09-16,2,0,8077
Comfort Care Assisted Living and Memory Care (2311RP): September 2021,2021-11-04,Mesa,2021-09-22,20,1,8077
Bookcliff Christian School and Pre-K,2021-10-20,Mesa,2021-09-23,10,0,8077
Dos Rios Elementary School: August 2021,2021-09-23,Mesa,2021-09-23,7,0,8077
Holy Family Catholic School: September 2021,2022-03-11,Mesa,2021-09-23,77,0,8077
The Commons of Hilltop (23T695): September 2021,2021-11-05,Mesa,2021-09-23,39,4,8077
Western Colorado Chiefs Youth Football,2021-10-16,Mesa,2021-09-23,6,0,8077
Appleton Elementary School: September 2021,2022-01-14,Mesa,2021-09-29,28,0,8077
Hilltop Life Adjustment Program (23Q649): September 2021,2021-12-03,Mesa,2021-09-30,11,0,8077
East Middle School: September 2021,2021-12-21,Mesa,2021-10-04,24,0,8077
Mount Garfield Middle School,2022-03-23,Mesa,2021-10-04,36,0,8077
Little Blossoms,2021-10-25,Mesa,2021-10-05,8,0,8077
Women's Recovery Center - Clifton: September 2021,2021-11-02,Mesa,2021-10-05,8,0,8077
Sonic Drive-In- Grand Junction,2021-10-30,Mesa,2021-10-06,6,0,8077
Mesa View Elementary School: September 2021,2021-12-14,Mesa,2021-10-07,17,0,8077
Cappella of Grand Junction (23U246): September 2021,2021-10-25,Mesa,2021-10-15,18,4,8077
Mantey Heights Rehabilitation and Care Center (021149): October 2021,2021-10-21,Mesa,2021-10-15,2,0,8077
Mesa Manor Center (021177): September 2021,2021-12-13,Mesa,2021-10-15,9,0,8077
The Center at Foresight LLC (02V727): September 2021,2021-12-22,Mesa,2021-10-15,12,0,8077
The Fountains of Hilltop (2311QA): September 2021,2022-01-05,Mesa,2021-10-15,24,0,8077
Mesa County Road & Bridge,2021-07-16,Mesa,2021-10-21,5,0,8077
Juniper Ridge Community School: October 2021,2021-12-29,Mesa,2021-10-26,28,0,8077
Plateau Valley Community School,2021-11-30,Mesa,2021-10-26,12,0,8077
Redlands Middle School: October 2021,2021-12-22,Mesa,2021-10-26,27,0,8077
Orchard Valley Health & Rehabilitation Center (021137): October 2021,2022-03-07,Mesa,2021-10-28,58,0,8077
Broadway Elementary School,2022-01-15,Mesa,2021-11-01,26,0,8077
Chipeta Elementary School: October 2021,2021-12-15,Mesa,2021-11-01,17,0,8077
Mantey Heights Rehabilitation and Care Center (021149): November 2021,2021-12-02,Mesa,2021-11-01,34,0,8077
Pear Park Elementary School: October 2021,2021-12-03,Mesa,2021-11-01,23,0,8077
Pomona Elementary School: October 2021,2022-01-13,Mesa,2021-11-01,27,0,8077
Retreat at Harbor Cove (23114D): October 2021,2021-11-22,Mesa,2021-11-01,35,7,8077
Solstice Senior Living at Grand Valley: October 2021,2021-11-29,Mesa,2021-11-01,6,0,8077
The Willows (231128): November 2021,2021-11-22,Mesa,2021-11-01,2,0,8077
Tope Elementary School,2022-01-05,Mesa,2021-11-01,22,0,8077
Chatfield Elementary School: August 2021,2022-01-09,Mesa,2021-11-03,20,0,8077
High Desert Assisted Living- House 2 LLC (23G929): November 2021,2021-11-29,Mesa,2021-11-03,2,0,8077
Bookcliff Manor Assisted Living (231118): November 2021,2021-12-07,Mesa,2021-11-09,4,0,8077
Monument Assisted Living Care Center LLC (230238),2021-12-08,Mesa,2021-11-09,7,0,8077
The Retreat at Palisade (2311QG): November 2021,2021-12-13,Mesa,2021-11-12,15,0,8077
Dos Rios Elementary School: October 2021,2021-11-09,Mesa,2021-11-16,13,0,8077
Fruitvale Elementary School: November 2021,2021-12-12,Mesa,2021-11-16,13,0,8077
Mesa County Valley School District 51,2021-12-06,Mesa,2021-11-16,5,0,8077
Rim Rock Elementary School,2022-03-04,Mesa,2021-11-16,21,0,8077
Thunder Mountain Elementary School: October 2021,2022-01-16,Mesa,2021-11-16,22,0,8077
Solstice Senior Living of Mesa View,2021-12-11,Mesa,2021-11-17,6,0,8077
Capco,2021-12-30,Mesa,2021-11-18,16,0,8077
